rule_id,headline,description,cost,exception_patterns,patterns,priority,category_name,enabled
R0060,Focus on your reader's benefit,"Your reader cares about their benefit, not your company or products. Replace the 'I' focused sentence with a 'you' focused one to show your reader how they benefit. ",3,[],"[[{'LOWER': 'i'}, {'LOWER': {'IN': ['thought', 'figured', 'decided']}}, {'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['reach', 'contact', 'checksend', 'share']}}, {'LOWER': {'IN': ['out', 'you', 'in', 'you', 'our']}}], [{'LOWER': 'i'}, {'LOWER': {'IN': ['thought', 'figured', 'decided']}}, {'LOWER': 'to'}, {'LOWER': {'IN': ['reach', 'contact', 'checksend', 'share']}}, {'LOWER': {'IN': ['out', 'you', 'in', 'you', 'our']}}], [{'LOWER': 'i'}, {'LOWER': {'IN': ['thought', 'figured', 'decided']}}, {'LOWER': 'it'}, {'LOWER': 'might'}, {'LOWER': 'make'}, {'LOWER': 'sense'}, {'LOWER': 'to'}, {'LOWER': {'IN': ['reach', 'contact', 'checksend', 'share']}}, {'LOWER': {'IN': ['out', 'you', 'in', 'you', 'our']}}], [{'LOWER': 'i'}, {'LOWER': {'IN': ['thought', 'figured', 'decided']}}, {'LOWER': 'it'}, {'LOWER': 'makes'}, {'LOWER': 'sense'}, {'LOWER': 'to'}, {'LOWER': {'IN': ['reach', 'contact', 'checksend', 'share']}}, {'LOWER': {'IN': ['out', 'you', 'in', 'you', 'our']}}], [{'LOWER': 'i'}, {'LOWER': {'IN': [""'d"", '’d', 'would']}}, {'LOWER': {'IN': ['love', 'like']}}, {'LOWER': 'to', 'OP': '?'}, {'LOWER': {'IN': ['send', 'share', 'show', 'demonstrate', 'present', 'offer']}}]]",1,Refocus,True
R0061,Focus on your reader's benefit,"Your reader cares about their benefit, not your company or products. Replace the 'I' focused sentence with a 'you' focused one to show your reader how they benefit. ",3,[],"[[{'LOWER': 'i'}, {'LOWER': 'thought'}, {'LOWER': 'our'}]]",1,Refocus,True
R0062,Focus on your reader's benefit,"Rather than imposing your thoughts on your reader, flip the situation by replacing 'I' with 'you' to show them you care about how they will benefit from the interaction.",3,[],"[[{'LOWER': 'i'}, {'LEMMA': 'want'}, {'LOWER': 'to'}, {'LOWER': 'share'}, {'LOWER': {'IN': ['our', 'my', 'mine', 'the']}}, {'LOWER': {'IN': ['new', 'newest', 'update', 'updated']}}]]",1,Refocus,True
R0065,Focus on your reader,"Rather than highlighting your role, encourage your reader to respond and take action by replacing 'I' with 'you' . This will put them in the active position. ",1,[],"[[{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '*'}, {'LEMMA': 'send'}, {'LOWER': {'IN': ['over', 'you']}}]]",1,Refocus,True
R0066,Focus on the positives,"Rather than focusing on the negative of your reader's workload, highlight how you simplified the process so that it will only take them a short time. ",1,[],"[[{'LOWER': 'you'}, {'LOWER': 'must'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['getting', 'get']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['ton', 'tons', 'lot', 'lots', 'loads']}}, {'LOWER': 'of'}]]",1,Positivity,True
R0067,Focus on your reader,One effective way to make your introduction sound specialized to your reader is by replacing the personal pronouns 'I' and 'my' with 'you'.,1,[],"[[{'LOWER': 'my'}, {'LOWER': 'name'}, {'IS_SENT_START': False, 'OP': '?'}, {'ENT_TYPE': 'PERSON'}], [{'NORM': 'i'}, {'NORM': 'am'}, {'ENT_TYPE': 'PERSON'}], [{'LOWER': 'my'}, {'LOWER': 'name'}, {'IS_SENT_START': False, 'OP': '?'}, {'ENT_TYPE': 'PROPN'}], [{'NORM': 'i'}, {'NORM': 'am'}, {'ENT_TYPE': 'PROPN'}], [{'NORM': 'i'}, {'NORM': 'am'}, {'LOWER': {'IN': ['the', 'a']}}]]",2,Refocus,True
R0069,Be precise,The definition of brief might be different for you and your reader. Make it clear how much time your reader needs for your task.,2,[],"[[{'NORM': 'i'}, {'LEMMA': 'be'}, {'LOWER': 'going'}, {'LOWER': 'to'}, {'LOWER': 'keep'}, {'LOWER': {'IN': ['it', 'this']}}, {'LOWER': 'as'}, {'LOWER': {'IN': ['brief', 'short']}}, {'LOWER': 'as'}, {'LOWER': 'possible'}], [{'NORM': 'i'}, {'LEMMA': 'will'}, {'LOWER': 'keep'}, {'LOWER': {'IN': ['it', 'this']}}, {'LOWER': 'as'}, {'LOWER': {'IN': ['brief', 'short']}}, {'LOWER': 'as'}, {'LOWER': 'possible'}], [{'NORM': 'i'}, {'LEMMA': 'will'}, {'LOWER': 'keep'}, {'LOWER': {'IN': ['it', 'this']}}, {'LOWER': {'IN': ['brief', 'short']}}]]",3,Refocus,True
R0070,Encourage your reader,"Rather than spotlighting that you will use the reader's time, place emphasis on how quick and easy it is for them to take action on your message.",2,[],"[[{'NORM': 'i'}, {'LEMMA': 'be'}, {'LOWER': 'not'}, {'LOWER': 'going'}, {'LOWER': 'to'}]]",1,Refocus,True
R0071,Focus on your reader's benefit,"Is this an opportunity for your reader, too? Frame your sentence so it puts their benefit in the limelight.",2,[],"[[{'LOWER': 'i'}, {'LEMMA': 'want'}, {'LOWER': 'to'}, {'LOWER': {'IN': ['take', 'highlight', 'emphasize', 'underline', 'stress']}}, {'LOWER': {'IN': ['the', 'this']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['opportunity', 'idea', 'chance']}}], [{'LOWER': 'i'}, {'LEMMA': 'want'}, {'LOWER': 'to'}, {'LOWER': {'IN': ['draw', 'bring']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'attention'}, {'LOWER': 'to'}, {'LOWER': {'IN': ['the', 'an', 'a', 'this']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['opportunity', 'idea', 'chance']}}]]",1,Refocus,True
R0072,Use positive words,Negative words will subconsciously influence your reader. Use positive ones to make them feel more positive about the interaction.,2,[],"[[{'LOWER': 'tough'}], [{'LOWER': 'tougher'}], [{'LOWER': 'toughest'}], [{'LOWER': 'hard'}], [{'LOWER': 'harder'}], [{'LOWER': 'hardest'}]]",2,Positivity,True
R0073,Use positive words,Negative words will subconsciously influence your reader. Use positive ones to make them feel more positive about the interaction.,3,[],[[{'LOWER': 'difficult'}]],1,Positivity,True
R0074,Use positive words,Negative words will subconsciously influence your reader. Use positive ones to make them feel more positive about the interaction.,2,['not a problem'],"[[{'LOWER': {'IN': ['not', 'no']}, 'OP': '!'}, {'LOWER': {'IN': ['a']}, 'OP': '?'}, {'LOWER': 'problem'}]]",1,Positivity,True
R0075,Focus on the positives,Keep a positive tone by thanking the reader for their understanding rather than highlighting something negative. That's how to stay polite and confident.,2,[],"[[{'LOWER': 'please'}, {'LOWER': 'excuse'}]]",2,Positivity,True
R0076,Encourage your reader,"When reaching out to your reader again, it's important to reflect on why they have not answered you yet. Focus on how to move the process forward.",3,[],"[[{'LOWER': {'IN': ['sorry', 'appologies']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['following', 'follow']}}, {'LOWER': {'IN': ['up', 'on']}}], [{'LOWER': {'IN': ['sorry', 'appologies']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['bother', 'bothering', 'chase', 'message', 'messaging']}}, {'LOWER': 'you'}], [{'LOWER': {'IN': ['sorry', 'appologies']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': 'to'}, {'LOWER': 'take'}, {'LOWER': 'more'}, {'LOWER': 'of'}, {'LOWER': 'your'}, {'LOWER': 'time'}], [{'LOWER': {'IN': ['sorry', 'appologies']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['reaching', 'reach']}}, {'LOWER': 'out'}], [{'LOWER': {'IN': ['sorry', 'appologies']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['touch', 'touching']}}, {'LOWER': 'base'}], [{'NORM': {'IN': ['we', 'i']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['following', 'follow']}}, {'LOWER': {'IN': ['up', 'on']}}], [{'LOWER': {'IN': ['following', 'follow']}}, {'LOWER': 'up'}, {'LOWER': 'on'}], [{'LOWER': {'IN': ['following', 'follow']}}, {'LOWER': 'on'}]]",1,Confidence,True
R0077,Show confidence,"The word 'try' implies a failure. It will subconsciously affect your reader. To keep it positive, use a stronger, more confident word.",1,[],"[[{'LOWER': 'try'}, {'LOWER': {'IN': ['out', 'it', 'this', 'me']}, 'OP': '!'}]]",1,Confidence,True
R0078,Show confidence,"The word 'try' implies a failure. It will subconsciously affect your reader. To keep it positive, use a stronger, more confident word.",1,[],"[[{'LOWER': 'trying'}, {'LOWER': {'IN': ['out', 'it', 'this']}, 'OP': '!'}]]",1,Confidence,True
R0079,Use positive words,"The word 'but' implies a conflict. It will subconsciously affect your reader. To keep it positive, use a stronger, more confident word.",2,[],[[{'LOWER': 'but'}]],3,Confidence,True
R0080,Use positive words,"Instead of using two negative words, 'no' and 'problem', which will subconsciously affect your reader, rephrase this positively.",2,[],"[[{'LOWER': 'not'}, {'LOWER': 'a'}, {'LOWER': 'problem'}], [{'LOWER': 'no'}, {'LOWER': 'problem'}]]",1,Positivity,True
R0081,Use positive words,Using negative words will subconsciously evoke negative imagery in your reader's mind. Rephrase this to a positive option.,2,[],"[[{'LOWER': 'i'}, {'LOWER': 'hope'}, {'LOWER': 'you'}, {'IS_SENT_START': False, 'OP': '*'}, {'NORM': 'do'}, {'NORM': 'not'}, {'LOWER': 'mind'}]]",1,Positivity,True
R0082,Ask a clear question,Looking to hear back from your reader? The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'LOWER': 'let'}, {'LOWER': 'me'}, {'LOWER': 'know'}, {'LOWER': 'when'}, {'NORM': 'you'}, {'IS_SENT_START': False, 'OP': '?'}, {'LEMMA': 'be'}, {'LOWER': 'free'}]]",1,Clarity,True
R0084,Ask a clear question,Looking to hear back from your reader? The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'LOWER': 'let'}, {'LOWER': 'me'}, {'LOWER': 'know'}, {'LOWER': {'IN': ['if', 'what']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['works', 'work']}}, {'LOWER': 'for'}]]",1,Clarity,True
R0085,Ask a clear question,Looking to hear back from your reader? The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'LOWER': 'or', 'OP': '!'}, {'LEMMA': 'be'}, {'NORM': 'you'}, {'LOWER': 'free'}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['sometime', 'anytime']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': 'or', 'OP': '!'}]]",1,Clarity,True
R0087,Ask a clear question,Looking to hear back from your reader? The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'LOWER': 'or', 'OP': '!'}, {'LOWER': 'does'}, {'IS_SENT_START': False, 'OP': '?'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'or', 'OP': '!'}, {'ENT_TYPE': {'IN': ['DATE', 'TIME']}}, {'LOWER': {'IN': ['work', 'works']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['for', 'with']}}, {'LOWER': {'IN': ['your', 'you']}}, {'LOWER': 'or', 'OP': '!'}], [{'LOWER': 'or', 'OP': '!'}, {'LOWER': 'does'}, {'IS_SENT_START': False, 'OP': '?'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'or', 'OP': '!'}, {'LOWER': {'IN': ['afternoon', 'evening', 'morning', 'noon', 'night', 'today', 'tomorrow', 'week']}}, {'LOWER': {'IN': ['work', 'works']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['for', 'with']}}, {'LOWER': {'IN': ['your', 'you']}}, {'LOWER': 'or', 'OP': '!'}], [{'LOWER': 'can'}, {'LOWER': {'IN': ['we', 'you']}}, {'LOWER': {'IN': ['meet', 'talk']}}, {'IS_SENT_START': False, 'OP': '?'}, {'ENT_TYPE': {'IN': ['DATE', 'TIME']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': '?'}]]",1,Clarity,True
R0088,Ask a clear question,Looking to hear back from your reader? The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'LOWER': 'or', 'OP': '!'}, {'LEMMA': 'be'}, {'NORM': 'you'}, {'LOWER': {'IN': ['available', 'free']}}, {'IS_SENT_START': False, 'OP': '?'}, {'ENT_TYPE': {'IN': ['DATE', 'TIME']}}, {'LOWER': 'or', 'OP': '!'}], [{'LOWER': 'or', 'OP': '!'}, {'LEMMA': 'be'}, {'NORM': 'you'}, {'LOWER': {'IN': ['available', 'free']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['afternoon', 'evening', 'morning', 'noon', 'night', 'today', 'tomorrow', 'week']}}, {'LOWER': 'or', 'OP': '!'}]]",1,Clarity,True
R0091,Ask a clear question,Looking to hear back from your reader? The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'LOWER': 'i'}, {'NORM': {'IN': ['can', 'could']}}, {'LOWER': {'IN': ['talk', 'meet', 'chat']}}]]",1,Refocus,True
R0092,Ask a clear question,Looking to hear back from your reader? The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'NORM': 'i'}, {'LEMMA': 'be'}, {'LOWER': {'IN': ['free', 'available', 'ready']}}, {'LOWER': 'to'}, {'LOWER': {'IN': ['talk', 'chat', 'discuss']}}], [{'NORM': 'i'}, {'NORM': 'will'}, {'LOWER': 'be'}, {'LOWER': {'IN': ['free', 'available', 'ready']}}, {'LOWER': 'to'}, {'LOWER': {'IN': ['talk', 'chat', 'discuss']}}], [{'LOWER': 'i'}, {'LOWER': 'have'}, {'LOWER': 'time'}], [{'NORM': 'i'}, {'LEMMA': 'be'}, {'LOWER': {'IN': ['free', 'available', 'ready']}}], [{'LOWER': 'my'}, {'LOWER': {'IN': ['schedule', 'calender']}}, {'LOWER': 'is'}, {'LOWER': {'IN': ['free', 'empty']}}], [{'LOWER': 'anytime'}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': 'is'}, {'LOWER': {'IN': ['good', 'perfect', 'fitting', 'great']}}, {'LOWER': 'for'}, {'LOWER': {'IN': ['me', 'us', 'them', 'our', 'my']}}]]",1,Refocus,True
R0094,Ask a clear question,Looking to hear back from your reader? The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'LEMMA': 'look'}, {'LOWER': 'forward'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['hear', 'hearing', 'read', 'reading']}}, {'LOWER': 'from'}, {'LOWER': 'you'}]]",1,Refocus,True
R0096,Focus on your reader's benefit,Sought after personalities don't network for the sake of it. Show the reader how they can benefit from talking or connecting with you.,4,[],"[[{'LOWER': 'let'}, {'NORM': 'us'}, {'LOWER': {'IN': ['network', 'connect', 'collaborate', 'partner']}}], [{'LOWER': 'i'}, {'LOWER': 'hope'}, {'LOWER': 'you'}, {'LOWER': 'would'}, {'LOWER': 'like'}, {'LOWER': 'to'}, {'LOWER': {'IN': ['network', 'connect', 'collaborate', 'partner']}}], [{'LOWER': 'accept'}, {'LOWER': 'my'}, {'LOWER': 'request'}], [{'LOWER': 'let'}, {'NORM': 'us'}, {'LOWER': 'get'}, {'LOWER': 'in'}, {'LOWER': 'contact'}], [{'LOWER': 'would'}, {'LOWER': 'you'}, {'LOWER': 'be'}, {'LOWER': 'interested'}, {'LOWER': {'IN': ['in', 'to', 'for', 'a']}}, {'LOWER': {'IN': ['networking', 'connecting', 'collaborating', 'partnering', 'partnership', 'collaboration']}}], [{'LOWER': 'i'}, {'LOWER': 'hope'}, {'NORM': 'you'}, {'LEMMA': 'be'}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': 'to'}, {'LOWER': {'IN': ['network', 'connect', 'collaborate', 'partner']}}], [{'LOWER': 'are'}, {'LOWER': 'you'}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': {'IN': ['in', 'to', 'for', 'a']}}, {'LOWER': {'IN': ['networking', 'connecting', 'collaborating', 'partnering', 'partnership', 'collaboration', 'chatting']}}], [{'LOWER': 'would'}, {'LOWER': {'IN': ['love', 'like', 'appriciate', 'happy', 'excited']}}, {'LOWER': 'to'}, {'LOWER': {'IN': ['network', 'connect', 'collaborate', 'partner']}}], [{'LOWER': 'would'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': {'IN': ['love', 'like', 'appriciate', 'happy', 'excited']}}, {'LOWER': 'you'}, {'LOWER': {'IN': ['networking', 'connecting', 'collaborating', 'partnering', 'partnership', 'collaboration']}}]]",2,Refocus,True
R0097,Ask a clear question,Asking a clear question or giving an actionable task is more likely to encourage a response from your reader.,3,[],"[[{'LOWER': 'if'}, {'LOWER': {'IN': ['this', 'it']}}, {'LOWER': {'IN': ['sounds', 'sound', 'seem']}}, {'LOWER': 'interesting'}, {'LOWER': {'IN': ['to', 'for']}}, {'LOWER': {'IN': ['you', 'your']}}], [{'LOWER': 'if'}, {'NORM': {'IN': ['this', 'it']}}, {'LEMMA': {'IN': ['is', 'could']}}, {'LOWER': {'IN': ['of', 'be', 'seems']}}, {'LOWER': {'IN': ['interest', 'interesting']}}, {'LOWER': {'IN': ['to', 'for']}}, {'LOWER': {'IN': ['you', 'your']}}], [{'LOWER': 'if'}, {'NORM': {'IN': ['this', 'it']}}, {'LEMMA': 'be'}, {'LOWER': {'IN': ['of', 'be', 'seems']}}, {'LOWER': {'IN': ['interest', 'interesting']}}, {'LOWER': {'IN': ['to', 'for']}}, {'LOWER': {'IN': ['you', 'your']}}], [{'LOWER': 'if'}, {'NORM': {'IN': ['this', 'it']}}, {'LEMMA': {'IN': ['could', 'seems']}}, {'LOWER': 'be'}, {'LOWER': 'of'}, {'LOWER': 'interest'}, {'LOWER': {'IN': ['to', 'for']}}, {'LOWER': {'IN': ['you', 'your']}}], [{'LOWER': 'if'}, {'NORM': {'IN': ['this', 'it']}}, {'LEMMA': 'be'}, {'LOWER': 'of'}, {'LOWER': 'interest'}, {'LOWER': {'IN': ['to', 'for']}}, {'LOWER': {'IN': ['you', 'your']}}]]",2,Clarity,True
R0098,Thank your reader in advance,"By thanking your reader in advance, you show gratitude for the time they take to write a response.",1,[],"[[{'LOWER': 'i'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'appreciate'}, {'LOWER': {'IN': ['you', 'your']}}, {'LOWER': {'IN': ['answer', 'feedback', 'answering']}}]]",3,Politeness,True
R0105,Ask a clear question,"If' means the action may only hypothetically happen. Ask a clear question, using an OR construction with two options, to progress the conversation.",3,[],"[[{'LOWER': {'IN': ['case', 'if']}}, {'NORM': 'you'}, {'LEMMA': 'be'}, {'LOWER': {'IN': ['interested', 'ready', 'keen', 'open', 'sold']}}], [{'LOWER': {'IN': ['case', 'if']}}, {'LOWER': 'you'}, {'LOWER': {'IN': ['might', 'could', 'would']}}, {'LOWER': 'be'}, {'LOWER': {'IN': ['interested', 'ready', 'keen', 'open', 'sold']}}], [{'LOWER': {'IN': ['case', 'if']}}, {'LOWER': 'you'}, {'LOWER': 'have'}, {'LOWER': 'a'}, {'LOWER': {'IN': ['minute', 'moment', 'time']}}], [{'LOWER': {'IN': ['case', 'if']}}, {'NORM': 'you'}, {'LEMMA': 'be'}, {'LOWER': {'IN': ['free', 'available', 'open']}}]]",2,Confidence,True
R0106,Ask a clear question,A more effective way to get your reader to answer is asking clear questions or giving an actionable task.,3,[],"[[{'LOWER': 'what'}, {'LOWER': 'do'}, {'LOWER': 'you'}, {'LOWER': 'think'}]]",2,Confidence,True
R0107,Focus on your reader's benefit,"Focus on your reader. They care about their benefits, their company's challenges and their team's performance. Talk about how they benefit from you.",3,[],"[[{'LOWER': {'IN': ['our', 'my']}}, {'LOWER': {'IN': ['company', 'agency', 'startup', 'business', 'team', 'solution', 'approach']}}, {'LOWER': 'will'}]]",2,Refocus,True
R0108,Focus on your reader's benefit,"Focus on your reader. They care about their benefits, their company's challenges and their team's performance. Talk about how they benefit from you.",3,[],"[[{'LOWER': {'IN': ['our', 'my']}}, {'LOWER': {'IN': ['company', 'agency', 'startup', 'business', 'team', 'solution', 'approach']}}, {'LOWER': {'IN': ['is', 'does', 'provide', 'provides', 'bring', 'brings', 'leads', 'implements', 'contributes', 'equip', 'equips', 'gives', 'enables', 'solves', 'produces', 'gives', 'enables', 'grants', 'fixes', 'cuts', 'deals', 'trades', 'educates', 'works', 'executes', 'delivers']}}]]",2,Refocus,True
R0109,Focus on your reader's benefit,"Focus on your reader. They care about their benefits, their company's challenges and their team's performance. Talk about how they benefit from you.",3,[],"[[{'LOWER': {'IN': ['our', 'my']}}, {'LOWER': {'IN': ['company', 'agency', 'startup', 'business', 'team', 'solution', 'approach']}}, {'LOWER': 'does'}]]",2,Refocus,True
R0110,Focus on your reader's benefit,"Focus on your reader. They care about their benefits, their company's challenges and their team's performance. Talk about how they benefit from you.",3,[],"[[{'LOWER': {'IN': ['our', 'my']}}, {'LOWER': {'IN': ['company', 'agency', 'startup', 'business', 'team', 'solution', 'approach']}}, {'LOWER': 'helps'}]]",2,Refocus,True
R0111,Ask a clear question,Looking to hear back from your reader? The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'NORM': 'i'}, {'LEMMA': 'be'}, {'LOWER': {'IN': ['curious', 'excited', 'eager']}}, {'LOWER': 'to'}, {'LOWER': {'IN': ['hear', 'gain', 'receive']}}, {'LOWER': {'IN': ['your', 'from']}}, {'LOWER': {'IN': ['feedback', 'thoughts', 'you', 'reply', 'insight', 'opinion', 'take']}}], [{'LOWER': 'let'}, {'LOWER': 'me'}, {'LOWER': 'know'}, {'LOWER': {'IN': ['if', 'what']}}, {'LOWER': 'you'}], [{'LOWER': 'let'}, {'LOWER': 'me'}, {'LOWER': 'know'}, {'LOWER': 'your'}, {'LOWER': {'IN': ['thoughts', 'feelings']}}], [{'NORM': 'i'}, {'LEMMA': 'be'}, {'LOWER': 'eagerly'}, {'LOWER': 'awaiting'}, {'LOWER': 'your'}, {'LOWER': {'IN': ['thoughts', 'feelings', 'response', 'reply', 'message']}}], [{'NORM': 'i'}, {'LEMMA': 'be'}, {'LOWER': 'hoping'}, {'LOWER': 'to'}, {'LOWER': 'hear'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'from'}, {'LOWER': 'you'}], [{'LOWER': 'i'}, {'LOWER': 'hope'}, {'LOWER': 'to'}, {'LOWER': 'hear'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'from'}, {'LOWER': 'you'}], [{'LOWER': 'i'}, {'NORM': 'can'}, {'NORM': 'not'}, {'LOWER': 'wait'}, {'LOWER': 'to'}, {'LOWER': 'hear'}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'from'}, {'LOWER': 'you'}], [{'LOWER': 'if'}, {'NORM': 'you'}, {'LEMMA': 'be'}, {'LOWER': 'interested'}, {'LOWER': 'let'}, {'LOWER': 'me'}, {'LOWER': 'know'}], [{'LOWER': 'if'}, {'NORM': 'you'}, {'LOWER': {'IN': ['might', 'may']}}, {'LOWER': 'be'}, {'LOWER': 'interested'}, {'LOWER': 'let'}, {'LOWER': 'me'}, {'LOWER': 'know'}], [{'LOWER': 'i'}, {'LOWER': 'look'}, {'LOWER': 'forward'}, {'LOWER': 'hearing'}, {'LOWER': 'from'}, {'LOWER': 'you'}], [{'NORM': {'IN': ['i', 'we']}}, {'LEMMA': 'be'}, {'LOWER': {'IN': ['look', 'looking']}}, {'LOWER': 'forward'}, {'LOWER': 'to'}, {'LOWER': 'hearing'}, {'LOWER': 'from'}, {'LOWER': {'IN': ['you', 'your']}}], [{'LOWER': {'IN': ['our', 'my']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'is'}, {'LOWER': {'IN': ['look', 'looking']}}, {'LOWER': 'forward'}, {'LOWER': 'to'}, {'LOWER': 'hearing'}, {'LOWER': 'from'}, {'LOWER': {'IN': ['you', 'your']}}], [{'LOWER': {'IN': ['our', 'my']}}, {'IS_SENT_START': False, 'OP': '?'}, {'LOWER': 'is'}, {'LOWER': {'IN': ['look', 'looking']}}, {'LOWER': 'forward'}, {'LOWER': 'to'}, {'LOWER': 'your'}, {'LOWER': {'IN': ['response', 'reply', 'input']}}], [{'NORM': {'IN': ['i', 'we']}}, {'LEMMA': 'be'}, {'LOWER': {'IN': ['look', 'looking']}}, {'LOWER': 'forward'}, {'LOWER': 'to'}, {'LOWER': 'your'}, {'LOWER': {'IN': ['response', 'reply', 'input']}}], [{'LOWER': 'let'}, {'LOWER': 'me'}, {'LOWER': 'know'}, {'LOWER': 'how'}, {'LOWER': 'you'}, {'LOWER': 'feel'}, {'LOWER': {'IN': ['feel', 'think']}}, {'LOWER': 'about'}], [{'LOWER': 'let'}, {'LOWER': 'me'}, {'LOWER': 'know'}, {'LOWER': 'your'}, {'LOWER': 'take'}, {'LOWER': 'on'}, {'LOWER': {'IN': ['this', 'it']}}], [{'LOWER': 'happy'}, {'LOWER': 'to'}, {'LOWER': {'IN': ['help', 'support', 'chat', 'talk']}}], [{'LEMMA': 'be'}, {'LOWER': 'you'}, {'LOWER': {'IN': ['interested', 'keen', 'open', 'curious']}}, {'LOWER': {'IN': ['in', 'to']}}, {'LOWER': {'IN': ['having', 'taking']}}, {'LOWER': 'a'}, {'LOWER': 'look'}]]",2,Refocus,True
R0114,Ask a clear question,People are always busy and it's never a good time for them. The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'LOWER': 'when'}, {'LOWER': {'IN': ['would', 'could']}}, {'LOWER': 'be'}]]",1,Confidence,True
R0116,Ask a clear question,Looking to hear back from your reader? The most effective way to get an answer is asking an OR question with two options. The second option has to be your preferred one.,2,[],"[[{'LOWER': 'when'}, {'LOWER': {'IN': ['could', 'should']}}, {'LOWER': 'i'}]]",1,Confidence,True
R0119,Avoid the conditional,"The verbs 'would' and 'could' make you seem unsure whether the reader will be interested. By removing 'would' and 'could', it will easier to convince your reader as you are showing them you are confident.",3,[],"[[{'LOWER': {'IN': ['would', 'could']}}, {'LOWER': 'your'}, {'LOWER': {'IN': ['company', 'manager', 'boss', 'chief', 'ceo', 'team', 'startup', 'organization']}}, {'LOWER': 'be'}, {'LOWER': 'interested'}, {'LOWER': 'in'}], [{'LOWER': {'IN': ['would', 'could']}}, {'ENT_TYPE': 'ORG'}, {'LOWER': 'be'}, {'LOWER': 'interested'}, {'LOWER': 'in'}], [{'LOWER': {'IN': ['would', 'could']}}, {'LOWER': 'this'}, {'LOWER': 'be'}, {'LOWER': 'interesting'}, {'LOWER': {'IN': ['to', 'for']}}, {'LOWER': 'your'}, {'LOWER': {'IN': ['company', 'manager', 'boss', 'chief', 'ceo', 'team', 'startup', 'organization']}}], [{'LOWER': {'IN': ['would', 'could']}}, {'LOWER': 'this'}, {'LOWER': 'be'}, {'LOWER': 'interesting'}, {'LOWER': {'IN': ['to', 'for']}}, {'IS_SENT_START': False, 'OP': '*'}, {'LOWER': '?'}], [{'LOWER': {'IN': ['would', 'could']}}, {'LOWER': 'this'}, {'LOWER': 'be'}, {'LOWER': 'interesting'}, {'LOWER': {'IN': ['to', 'for']}}, {'ENT_TYPE': 'ORG'}]]",1,Confidence,True
